YouTube Identifier,label_start_timestamp_seconds,label_end_timestamp_seconds,Speech
JNb4nWexD0I,1140.83,1141.82,NO_SPEECH
JNb4nWexD0I,1141.82,1145.52,CLEAN_SPEECH
JNb4nWexD0I,1145.52,1146.76,NO_SPEECH
JNb4nWexD0I,1146.76,1157.04,CLEAN_SPEECH
JNb4nWexD0I,1157.04,1158.64,NO_SPEECH
JNb4nWexD0I,1158.64,1172.47,CLEAN_SPEECH
JNb4nWexD0I,1172.47,1174.92,NO_SPEECH
JNb4nWexD0I,1174.92,1178.43,CLEAN_SPEECH
JNb4nWexD0I,1178.43,1179.76,NO_SPEECH
JNb4nWexD0I,1179.76,1182.19,CLEAN_SPEECH
JNb4nWexD0I,1182.19,1183.06,NO_SPEECH
JNb4nWexD0I,1183.06,1192,CLEAN_SPEECH
JNb4nWexD0I,1192,1193.11,NO_SPEECH
JNb4nWexD0I,1193.11,1196.07,CLEAN_SPEECH
JNb4nWexD0I,1196.07,1196.94,NO_SPEECH
JNb4nWexD0I,1196.94,1197.28,CLEAN_SPEECH
JNb4nWexD0I,1197.28,1198.47,NO_SPEECH
JNb4nWexD0I,1198.47,1200,CLEAN_SPEECH
JNb4nWexD0I,1200,1200.35,NO_SPEECH
JNb4nWexD0I,1200.35,1201.52,CLEAN_SPEECH
JNb4nWexD0I,1201.52,1202.59,NO_SPEECH
JNb4nWexD0I,1202.59,1207.88,CLEAN_SPEECH
JNb4nWexD0I,1207.88,1208.43,NO_SPEECH
JNb4nWexD0I,1208.43,1209.43,CLEAN_SPEECH
JNb4nWexD0I,1209.43,1212.27,NO_SPEECH
JNb4nWexD0I,1212.27,1212.76,CLEAN_SPEECH
JNb4nWexD0I,1212.76,1214.56,NO_SPEECH
JNb4nWexD0I,1214.56,1215.04,CLEAN_SPEECH
JNb4nWexD0I,1215.04,1215.4,SPEECH_WITH_NOISE
JNb4nWexD0I,1215.4,1218.43,NO_SPEECH
JNb4nWexD0I,1218.43,1218.95,CLEAN_SPEECH
JNb4nWexD0I,1218.95,1221.04,NO_SPEECH
JNb4nWexD0I,1221.04,1221.71,CLEAN_SPEECH
JNb4nWexD0I,1221.71,1223.31,NO_SPEECH
JNb4nWexD0I,1223.31,1223.79,CLEAN_SPEECH
JNb4nWexD0I,1223.79,1225.71,NO_SPEECH
JNb4nWexD0I,1225.71,1227.31,CLEAN_SPEECH
JNb4nWexD0I,1227.31,1228.68,NO_SPEECH
JNb4nWexD0I,1228.68,1230.11,CLEAN_SPEECH
JNb4nWexD0I,1230.11,1233.28,NO_SPEECH
JNb4nWexD0I,1233.28,1233.79,CLEAN_SPEECH
JNb4nWexD0I,1233.79,1234.23,SPEECH_WITH_NOISE
JNb4nWexD0I,1234.23,1237.31,NO_SPEECH
JNb4nWexD0I,1237.31,1241.04,CLEAN_SPEECH
JNb4nWexD0I,1241.04,1243.52,SPEECH_WITH_NOISE
JNb4nWexD0I,1243.52,1244.07,CLEAN_SPEECH
JNb4nWexD0I,1244.07,1250.56,NO_SPEECH
JNb4nWexD0I,1250.56,1253.86,CLEAN_SPEECH
JNb4nWexD0I,1253.86,1256.4,NO_SPEECH
JNb4nWexD0I,1256.4,1269.95,CLEAN_SPEECH
JNb4nWexD0I,1269.95,1272.43,NO_SPEECH
JNb4nWexD0I,1272.43,1272.94,CLEAN_SPEECH
JNb4nWexD0I,1272.94,1276.16,NO_SPEECH
JNb4nWexD0I,1276.16,1276.52,SPEECH_WITH_NOISE
JNb4nWexD0I,1276.52,1277.39,CLEAN_SPEECH
JNb4nWexD0I,1277.39,1279.8,NO_SPEECH
JNb4nWexD0I,1279.8,1281.47,CLEAN_SPEECH
JNb4nWexD0I,1281.47,1283.28,NO_SPEECH
JNb4nWexD0I,1283.28,1284.83,CLEAN_SPEECH
JNb4nWexD0I,1284.83,1288.56,NO_SPEECH
JNb4nWexD0I,1288.56,1289.23,CLEAN_SPEECH
JNb4nWexD0I,1289.23,1289.64,SPEECH_WITH_NOISE
JNb4nWexD0I,1289.64,1291.35,NO_SPEECH
JNb4nWexD0I,1291.35,1299.47,CLEAN_SPEECH
JNb4nWexD0I,1299.47,1300.47,NO_SPEECH
JNb4nWexD0I,1300.47,1304.76,CLEAN_SPEECH
JNb4nWexD0I,1304.76,1312.31,NO_SPEECH
JNb4nWexD0I,1312.31,1316.34,CLEAN_SPEECH
JNb4nWexD0I,1316.34,1317.06,NO_SPEECH
JNb4nWexD0I,1317.06,1318.59,CLEAN_SPEECH
JNb4nWexD0I,1318.59,1320,NO_SPEECH
JNb4nWexD0I,1320,1327.27,CLEAN_SPEECH
JNb4nWexD0I,1327.27,1328.7,NO_SPEECH
JNb4nWexD0I,1328.7,1329.34,CLEAN_SPEECH
JNb4nWexD0I,1329.34,1331.52,NO_SPEECH
JNb4nWexD0I,1331.52,1333.19,CLEAN_SPEECH
JNb4nWexD0I,1333.19,1334.19,NO_SPEECH
JNb4nWexD0I,1334.19,1337.47,SPEECH_WITH_NOISE
JNb4nWexD0I,1337.47,1338.52,NO_SPEECH
JNb4nWexD0I,1338.52,1339.47,SPEECH_WITH_NOISE
JNb4nWexD0I,1339.47,1344.43,CLEAN_SPEECH
JNb4nWexD0I,1344.43,1345.59,NO_SPEECH
JNb4nWexD0I,1345.59,1349.18,CLEAN_SPEECH
JNb4nWexD0I,1349.18,1350.35,NO_SPEECH
JNb4nWexD0I,1350.35,1351.91,SPEECH_WITH_NOISE
JNb4nWexD0I,1351.91,1353.1,NO_SPEECH
JNb4nWexD0I,1353.1,1355.23,SPEECH_WITH_NOISE
JNb4nWexD0I,1355.23,1356.76,NO_SPEECH
JNb4nWexD0I,1356.76,1357.98,SPEECH_WITH_NOISE
JNb4nWexD0I,1357.98,1360.11,NO_SPEECH
JNb4nWexD0I,1360.11,1360.51,SPEECH_WITH_NOISE
JNb4nWexD0I,1360.51,1362.95,CLEAN_SPEECH
JNb4nWexD0I,1362.95,1363.92,NO_SPEECH
JNb4nWexD0I,1363.92,1364.83,CLEAN_SPEECH
JNb4nWexD0I,1364.83,1366.31,NO_SPEECH
JNb4nWexD0I,1366.31,1367.31,SPEECH_WITH_NOISE
JNb4nWexD0I,1367.31,1388.88,NO_SPEECH
JNb4nWexD0I,1388.88,1389.59,CLEAN_SPEECH
JNb4nWexD0I,1389.59,1390.7,NO_SPEECH
JNb4nWexD0I,1390.7,1391.64,SPEECH_WITH_NOISE
JNb4nWexD0I,1391.64,1394.15,CLEAN_SPEECH
JNb4nWexD0I,1394.15,1394.92,NO_SPEECH
JNb4nWexD0I,1394.92,1396,CLEAN_SPEECH
JNb4nWexD0I,1396,1398.07,NO_SPEECH
JNb4nWexD0I,1398.07,1405.55,CLEAN_SPEECH
JNb4nWexD0I,1405.55,1406.67,NO_SPEECH
JNb4nWexD0I,1406.67,1421.95,CLEAN_SPEECH
JNb4nWexD0I,1421.95,1423.04,NO_SPEECH
JNb4nWexD0I,1423.04,1423.67,CLEAN_SPEECH
JNb4nWexD0I,1423.67,1429.07,NO_SPEECH
JNb4nWexD0I,1429.07,1430.1,CLEAN_SPEECH
JNb4nWexD0I,1430.1,1431.64,NO_SPEECH
JNb4nWexD0I,1431.64,1432.16,CLEAN_SPEECH
JNb4nWexD0I,1432.16,1434.51,NO_SPEECH
JNb4nWexD0I,1434.51,1437.43,CLEAN_SPEECH
JNb4nWexD0I,1437.43,1441.92,NO_SPEECH
JNb4nWexD0I,1441.92,1442.71,CLEAN_SPEECH
JNb4nWexD0I,1442.71,1443.59,NO_SPEECH
JNb4nWexD0I,1443.59,1444.94,CLEAN_SPEECH
JNb4nWexD0I,1444.94,1446.06,NO_SPEECH
JNb4nWexD0I,1446.06,1446.63,CLEAN_SPEECH
JNb4nWexD0I,1446.63,1448.55,NO_SPEECH
JNb4nWexD0I,1448.55,1452.31,CLEAN_SPEECH
JNb4nWexD0I,1452.31,1452.64,SPEECH_WITH_NOISE
JNb4nWexD0I,1452.64,1455.95,NO_SPEECH
JNb4nWexD0I,1455.95,1457.07,CLEAN_SPEECH
JNb4nWexD0I,1457.07,1461.16,NO_SPEECH
JNb4nWexD0I,1461.16,1464.56,CLEAN_SPEECH
JNb4nWexD0I,1464.56,1465.4,NO_SPEECH
JNb4nWexD0I,1465.4,1468.52,CLEAN_SPEECH
JNb4nWexD0I,1468.52,1470.64,NO_SPEECH
JNb4nWexD0I,1470.64,1472.35,CLEAN_SPEECH
JNb4nWexD0I,1472.35,1475.55,NO_SPEECH
JNb4nWexD0I,1475.55,1477.51,CLEAN_SPEECH
JNb4nWexD0I,1477.51,1478.43,NO_SPEECH
JNb4nWexD0I,1478.43,1479.43,CLEAN_SPEECH
JNb4nWexD0I,1479.43,1481.76,NO_SPEECH
JNb4nWexD0I,1481.76,1483.04,CLEAN_SPEECH
JNb4nWexD0I,1483.04,1483.52,NO_SPEECH
JNb4nWexD0I,1483.52,1485.92,CLEAN_SPEECH
JNb4nWexD0I,1485.92,1487.31,NO_SPEECH
JNb4nWexD0I,1487.31,1495.23,CLEAN_SPEECH
JNb4nWexD0I,1495.23,1496.52,NO_SPEECH
JNb4nWexD0I,1496.52,1498.56,CLEAN_SPEECH
JNb4nWexD0I,1498.56,1501.79,NO_SPEECH
JNb4nWexD0I,1501.79,1503.11,SPEECH_WITH_NOISE
JNb4nWexD0I,1503.11,1507.27,NO_SPEECH
JNb4nWexD0I,1507.27,1509.27,SPEECH_WITH_NOISE
JNb4nWexD0I,1509.27,1510.86,NO_SPEECH
JNb4nWexD0I,1510.86,1521.28,SPEECH_WITH_NOISE
JNb4nWexD0I,1521.28,1523.47,NO_SPEECH
JNb4nWexD0I,1523.47,1528.83,SPEECH_WITH_NOISE
JNb4nWexD0I,1528.83,1530.16,NO_SPEECH
JNb4nWexD0I,1530.16,1532.04,SPEECH_WITH_NOISE
JNb4nWexD0I,1532.04,1534.11,NO_SPEECH
JNb4nWexD0I,1534.11,1535.22,SPEECH_WITH_NOISE
JNb4nWexD0I,1535.22,1536.79,NO_SPEECH
JNb4nWexD0I,1536.79,1538.68,SPEECH_WITH_NOISE
JNb4nWexD0I,1538.68,1539.83,NO_SPEECH
JNb4nWexD0I,1539.83,1540.83,SPEECH_WITH_NOISE
JNb4nWexD0I,1540.83,1541.64,NO_SPEECH
JNb4nWexD0I,1541.64,1547.68,SPEECH_WITH_NOISE
JNb4nWexD0I,1547.68,1548.95,NO_SPEECH
JNb4nWexD0I,1548.95,1550.04,SPEECH_WITH_NOISE
JNb4nWexD0I,1550.04,1552.11,NO_SPEECH
JNb4nWexD0I,1552.11,1558.31,SPEECH_WITH_NOISE
JNb4nWexD0I,1558.31,1560,NO_SPEECH
JNb4nWexD0I,1560,1560.76,SPEECH_WITH_NOISE
JNb4nWexD0I,1560.76,1565.07,NO_SPEECH
JNb4nWexD0I,1565.07,1565.64,CLEAN_SPEECH
JNb4nWexD0I,1565.64,1568.43,NO_SPEECH
JNb4nWexD0I,1568.43,1570.35,CLEAN_SPEECH
JNb4nWexD0I,1570.35,1573.94,NO_SPEECH
JNb4nWexD0I,1573.94,1574.4,CLEAN_SPEECH
JNb4nWexD0I,1574.4,1576.68,NO_SPEECH
JNb4nWexD0I,1576.68,1577.98,CLEAN_SPEECH
JNb4nWexD0I,1577.98,1579.76,NO_SPEECH
JNb4nWexD0I,1579.76,1581.68,CLEAN_SPEECH
JNb4nWexD0I,1581.68,1582.58,NO_SPEECH
JNb4nWexD0I,1582.58,1585.04,CLEAN_SPEECH
JNb4nWexD0I,1585.04,1586.8,NO_SPEECH
JNb4nWexD0I,1586.8,1586.82,SPEECH_WITH_NOISE
JNb4nWexD0I,1586.82,1588.76,CLEAN_SPEECH
JNb4nWexD0I,1588.76,1590.76,NO_SPEECH
JNb4nWexD0I,1590.76,1591.31,CLEAN_SPEECH
JNb4nWexD0I,1591.31,1593.11,NO_SPEECH
JNb4nWexD0I,1593.11,1594.95,CLEAN_SPEECH
JNb4nWexD0I,1594.95,1599.03,NO_SPEECH
JNb4nWexD0I,1599.03,1600.63,CLEAN_SPEECH
JNb4nWexD0I,1600.63,1601.8,NO_SPEECH
JNb4nWexD0I,1601.8,1601.82,SPEECH_WITH_NOISE
JNb4nWexD0I,1601.82,1602.8,CLEAN_SPEECH
JNb4nWexD0I,1602.8,1603.71,NO_SPEECH
JNb4nWexD0I,1603.71,1604.47,CLEAN_SPEECH
JNb4nWexD0I,1604.47,1624.76,NO_SPEECH
JNb4nWexD0I,1624.76,1625.8,SPEECH_WITH_NOISE
JNb4nWexD0I,1625.8,1632.07,NO_SPEECH
JNb4nWexD0I,1632.07,1633.51,CLEAN_SPEECH
JNb4nWexD0I,1633.51,1639.11,NO_SPEECH
JNb4nWexD0I,1639.11,1642.23,CLEAN_SPEECH
JNb4nWexD0I,1642.23,1644.58,NO_SPEECH
JNb4nWexD0I,1644.58,1646.23,CLEAN_SPEECH
JNb4nWexD0I,1646.23,1648.28,NO_SPEECH
JNb4nWexD0I,1648.28,1650.52,SPEECH_WITH_NOISE
JNb4nWexD0I,1650.52,1651.23,CLEAN_SPEECH
JNb4nWexD0I,1651.23,1658.88,NO_SPEECH
JNb4nWexD0I,1658.88,1659.92,SPEECH_WITH_NOISE
JNb4nWexD0I,1659.92,1660.83,NO_SPEECH
JNb4nWexD0I,1660.83,1662.43,SPEECH_WITH_NOISE
JNb4nWexD0I,1662.43,1663.76,CLEAN_SPEECH
JNb4nWexD0I,1663.76,1665.8,NO_SPEECH
JNb4nWexD0I,1665.8,1672.88,CLEAN_SPEECH
JNb4nWexD0I,1672.88,1673.92,NO_SPEECH
JNb4nWexD0I,1673.92,1675.1,CLEAN_SPEECH
JNb4nWexD0I,1675.1,1676.95,NO_SPEECH
JNb4nWexD0I,1676.95,1678.83,CLEAN_SPEECH
JNb4nWexD0I,1678.83,1680,NO_SPEECH
JNb4nWexD0I,1680,1683.4,SPEECH_WITH_NOISE
JNb4nWexD0I,1683.4,1689.51,CLEAN_SPEECH
JNb4nWexD0I,1689.51,1690.43,NO_SPEECH
JNb4nWexD0I,1690.43,1692.64,CLEAN_SPEECH
JNb4nWexD0I,1692.64,1693.76,NO_SPEECH
JNb4nWexD0I,1693.76,1695.46,CLEAN_SPEECH
JNb4nWexD0I,1695.46,1696.04,NO_SPEECH
JNb4nWexD0I,1696.04,1696.71,CLEAN_SPEECH
JNb4nWexD0I,1696.71,1697.52,NO_SPEECH
JNb4nWexD0I,1697.52,1700.4,CLEAN_SPEECH
JNb4nWexD0I,1700.4,1702.16,SPEECH_WITH_NOISE
JNb4nWexD0I,1702.16,1705.31,CLEAN_SPEECH
JNb4nWexD0I,1705.31,1707.18,NO_SPEECH
JNb4nWexD0I,1707.18,1708.92,SPEECH_WITH_NOISE
JNb4nWexD0I,1708.92,1709.95,NO_SPEECH
JNb4nWexD0I,1709.95,1710.59,CLEAN_SPEECH
JNb4nWexD0I,1710.59,1711.91,SPEECH_WITH_NOISE
JNb4nWexD0I,1711.91,1717.56,NO_SPEECH
JNb4nWexD0I,1717.56,1718.23,SPEECH_WITH_NOISE
JNb4nWexD0I,1718.23,1719.4,CLEAN_SPEECH
JNb4nWexD0I,1719.4,1723.88,NO_SPEECH
JNb4nWexD0I,1723.88,1725.19,CLEAN_SPEECH
JNb4nWexD0I,1725.19,1742.64,NO_SPEECH
JNb4nWexD0I,1742.64,1744.07,SPEECH_WITH_NOISE
JNb4nWexD0I,1744.07,1745.31,NO_SPEECH
JNb4nWexD0I,1745.31,1749.4,SPEECH_WITH_NOISE
JNb4nWexD0I,1749.4,1752.23,NO_SPEECH
JNb4nWexD0I,1752.23,1753.43,SPEECH_WITH_NOISE
JNb4nWexD0I,1753.43,1754.64,NO_SPEECH
JNb4nWexD0I,1754.64,1759.4,SPEECH_WITH_NOISE
JNb4nWexD0I,1759.4,1765.03,NO_SPEECH
JNb4nWexD0I,1765.03,1767.16,SPEECH_WITH_NOISE
JNb4nWexD0I,1767.16,1773.68,NO_SPEECH
JNb4nWexD0I,1773.68,1789.04,SPEECH_WITH_NOISE
JNb4nWexD0I,1789.04,1791.31,NO_SPEECH
JNb4nWexD0I,1791.31,1795.35,SPEECH_WITH_NOISE
JNb4nWexD0I,1795.35,1796.94,NO_SPEECH
JNb4nWexD0I,1796.94,1800,SPEECH_WITH_NOISE
plkJ45_-pMk,900,905.2,SPEECH_WITH_MUSIC
plkJ45_-pMk,905.2,908.2,NO_SPEECH
plkJ45_-pMk,908.2,913.34,SPEECH_WITH_MUSIC
plkJ45_-pMk,913.34,917.38,NO_SPEECH
plkJ45_-pMk,917.38,940.07,SPEECH_WITH_MUSIC
plkJ45_-pMk,940.07,942.73,NO_SPEECH
plkJ45_-pMk,942.73,947.94,SPEECH_WITH_MUSIC
plkJ45_-pMk,947.94,951.45,NO_SPEECH
plkJ45_-pMk,951.45,957.28,SPEECH_WITH_MUSIC
plkJ45_-pMk,957.28,959.95,NO_SPEECH
plkJ45_-pMk,959.95,965,SPEECH_WITH_MUSIC
plkJ45_-pMk,965,968.84,NO_SPEECH
plkJ45_-pMk,968.84,970.1,SPEECH_WITH_MUSIC
plkJ45_-pMk,970.1,970.9,NO_SPEECH
plkJ45_-pMk,970.9,974.38,SPEECH_WITH_MUSIC
plkJ45_-pMk,974.38,977.34,NO_SPEECH
plkJ45_-pMk,977.34,982.45,SPEECH_WITH_MUSIC
plkJ45_-pMk,982.45,986.19,NO_SPEECH
plkJ45_-pMk,986.19,987.39,SPEECH_WITH_MUSIC
plkJ45_-pMk,987.39,988.32,NO_SPEECH
plkJ45_-pMk,988.32,991.65,SPEECH_WITH_MUSIC
plkJ45_-pMk,991.65,994.63,NO_SPEECH
plkJ45_-pMk,994.63,996.03,SPEECH_WITH_MUSIC
plkJ45_-pMk,996.03,1000.53,NO_SPEECH
plkJ45_-pMk,1000.53,1003.84,SPEECH_WITH_NOISE
plkJ45_-pMk,1003.84,1005.96,SPEECH_WITH_MUSIC
plkJ45_-pMk,1005.96,1007.47,NO_SPEECH
plkJ45_-pMk,1007.47,1012.21,SPEECH_WITH_MUSIC
plkJ45_-pMk,1012.21,1042.34,NO_SPEECH
plkJ45_-pMk,1042.34,1044.65,SPEECH_WITH_MUSIC
plkJ45_-pMk,1044.65,1044.92,SPEECH_WITH_NOISE
plkJ45_-pMk,1044.92,1051.45,SPEECH_WITH_MUSIC
plkJ45_-pMk,1051.45,1062.9,SPEECH_WITH_NOISE
plkJ45_-pMk,1062.9,1063.56,SPEECH_WITH_MUSIC
plkJ45_-pMk,1063.56,1064.77,NO_SPEECH
plkJ45_-pMk,1064.77,1068.54,SPEECH_WITH_MUSIC
plkJ45_-pMk,1068.54,1115.95,NO_SPEECH
plkJ45_-pMk,1115.95,1118.09,CLEAN_SPEECH
plkJ45_-pMk,1118.09,1119.36,NO_SPEECH
plkJ45_-pMk,1119.36,1120.46,CLEAN_SPEECH
plkJ45_-pMk,1120.46,1121.69,NO_SPEECH
plkJ45_-pMk,1121.69,1122.59,CLEAN_SPEECH
plkJ45_-pMk,1122.59,1123.54,NO_SPEECH
plkJ45_-pMk,1123.54,1124.86,CLEAN_SPEECH
plkJ45_-pMk,1124.86,1125.86,NO_SPEECH
plkJ45_-pMk,1125.86,1126.36,CLEAN_SPEECH
plkJ45_-pMk,1126.36,1127.51,NO_SPEECH
plkJ45_-pMk,1127.51,1127.97,SPEECH_WITH_NOISE
plkJ45_-pMk,1127.97,1128.83,NO_SPEECH
plkJ45_-pMk,1128.83,1129.33,SPEECH_WITH_NOISE
plkJ45_-pMk,1129.33,1131.75,NO_SPEECH
plkJ45_-pMk,1131.75,1134.31,CLEAN_SPEECH
plkJ45_-pMk,1134.31,1135.47,NO_SPEECH
plkJ45_-pMk,1135.47,1135.94,CLEAN_SPEECH
plkJ45_-pMk,1135.94,1137.34,NO_SPEECH
plkJ45_-pMk,1137.34,1138.05,CLEAN_SPEECH
plkJ45_-pMk,1138.05,1138.65,NO_SPEECH
plkJ45_-pMk,1138.65,1141.45,SPEECH_WITH_NOISE
plkJ45_-pMk,1141.45,1142.53,CLEAN_SPEECH
plkJ45_-pMk,1142.53,1143.93,NO_SPEECH
plkJ45_-pMk,1143.93,1156.75,SPEECH_WITH_NOISE
plkJ45_-pMk,1156.75,1157.7,NO_SPEECH
plkJ45_-pMk,1157.7,1162.15,SPEECH_WITH_NOISE
plkJ45_-pMk,1162.15,1163.52,NO_SPEECH
plkJ45_-pMk,1163.52,1168.02,SPEECH_WITH_NOISE
plkJ45_-pMk,1168.02,1170.08,NO_SPEECH
plkJ45_-pMk,1170.08,1170.95,SPEECH_WITH_NOISE
plkJ45_-pMk,,1174.16,NO_SPEECH
plkJ45_-pMk,1174.16,1180.14,SPEECH_WITH_NOISE
plkJ45_-pMk,1180.14,1181.67,NO_SPEECH
plkJ45_-pMk,1181.67,1182.56,SPEECH_WITH_NOISE
plkJ45_-pMk,1182.56,,NO_SPEECH
plkJ45_-pMk,1183.33,1184.23,SPEECH_WITH_NOISE
plkJ45_-pMk,1184.23,1185.06,
plkJ45_-pMk,1185.06,1188.04,
plkJ45_-pMk,1188.04,1189.04,NO_SPEECH
plkJ45_-pMk,,1191.75,
plkJ45_-pMk,1191.75,1193.31,NO_SPEECH
plkJ45_-pMk,1193.31,1195.42,SPEECH_WITH_NOISE
plkJ45_-pMk,1195.42,1199.55,NO_SPEECH
,1199.55,1202.95,SPEECH_WITH_NOISE
plkJ45_-pMk,1202.95,1204.9,SPEECH_WITH_MUSIC
plkJ45_-pMk,,1207.5,NO_SPEECH
plkJ45_-pMk,1207.5,1208.14,
,1208.14,1209.3,NO_SPEECH
plkJ45_-pMk,1209.3,1209.86,SPEECH_WITH_MUSIC
